model,fold,heldout_task,cp_seed,alpha,eval_time,n_validation_success,regression_calibration_count,modulation_calibration_count,band_width,realized_fpr,catch_rate,tnr,balanced_accuracy,caught_alarm_fraction,effective_alarm_fraction,caught_lead_fraction,effective_lead_fraction,success_false_alarm_fraction,any_alarm_rate,roc_auc_max_score
mlp,0,0,0,0.3,fixed horizon 148,192,57,135,1.000914615874532,0.0,0.02564102564102564,1.0,0.5128205128205128,0.5067567567567568,0.9873527373527374,0.4932432432432432,0.01264726264726257,,0.01,0.7536780159730979
mlp,0,0,1,0.01,by final end,192,57,135,1.206494587597641,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,1,0.01,by earliest stop,192,57,135,1.206494587597641,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.01,fixed horizon 50,192,57,135,1.000429601808144,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.01,fixed horizon 100,192,57,135,1.0096896832502658,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.01,fixed horizon 148,192,57,135,1.041135352548393,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.025,by final end,192,57,135,1.1529965731246872,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,1,0.025,by earliest stop,192,57,135,1.1529965731246872,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.025,fixed horizon 50,192,57,135,1.0004220259857934,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.025,fixed horizon 100,192,57,135,1.0096325636267773,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.025,fixed horizon 148,192,57,135,1.0385247815757017,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.05,by final end,192,57,135,1.1987113740759106,0.0,0.28205128205128205,1.0,0.641025641025641,0.9447552447552447,0.9844181459566076,0.05524475524475525,0.015581854043392407,,0.11,0.9920134510298444
mlp,0,0,1,0.05,by earliest stop,192,57,135,1.1987113740759106,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.05,fixed horizon 50,192,57,135,1.0102432629105904,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.05,fixed horizon 100,192,57,135,1.0171757000974144,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.05,fixed horizon 148,192,57,135,1.0595145441718214,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.075,by final end,192,57,135,1.6425486813514012,0.0,0.6153846153846154,1.0,0.8076923076923077,0.8912660256410256,0.933086785009862,0.10873397435897436,0.06691321499013803,,0.24,0.9920134510298444
mlp,0,0,1,0.075,by earliest stop,192,57,135,1.6425486813514012,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.075,fixed horizon 50,192,57,135,1.0267098487447022,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.075,fixed horizon 100,192,57,135,1.0637866849193336,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.075,fixed horizon 148,192,57,135,1.0541529195948187,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.1,by final end,192,57,135,1.6864971175505896,0.0,0.7692307692307693,1.0,0.8846153846153846,0.8707692307692307,0.9005917159763314,0.12923076923076926,0.09940828402366864,,0.3,0.9920134510298444
mlp,0,0,1,0.1,by earliest stop,192,57,135,1.6864971175505896,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.1,fixed horizon 50,192,57,135,1.027542091412176,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.1,fixed horizon 100,192,57,135,1.0610704373711564,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.1,fixed horizon 148,192,57,135,1.0563077055787862,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.15,by final end,192,57,135,1.5536991293376226,0.0,0.9487179487179487,1.0,0.9743589743589743,0.8098232848232849,0.8195759368836293,0.19017671517671508,0.18042406311637071,,0.37,0.9920134510298444
mlp,0,0,1,0.15,by earliest stop,192,57,135,1.5536991293376226,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.15,fixed horizon 50,192,57,135,1.093189795193523,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.15,fixed horizon 100,192,57,135,1.1227122463431598,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.15,fixed horizon 148,192,57,135,1.137539380555162,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.2,by final end,192,57,135,1.3703595153391297,0.01639344262295082,0.9743589743589743,0.9836065573770492,0.9789827658680117,0.7314271255060728,0.7383136094674556,0.2685728744939272,0.2616863905325444,0.801923076923077,0.39,0.9920134510298444
mlp,0,0,1,0.2,by earliest stop,192,57,135,1.3703595153391297,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.2,fixed horizon 50,192,57,135,1.214055284259673,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.2,fixed horizon 100,192,57,135,1.2638514746994742,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.2,fixed horizon 148,192,57,135,1.2120259676047425,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.3,by final end,192,57,135,1.3259384481135337,0.04918032786885246,0.9743589743589743,0.9508196721311475,0.9625893232450609,0.682591093117409,0.6907297830374755,0.31740890688259105,0.30927021696252455,0.8262820512820513,0.41,0.9920134510298444
mlp,0,0,1,0.3,by earliest stop,192,57,135,1.3259384481135337,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.3,fixed horizon 50,192,57,135,1.2991947139945448,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.3,fixed horizon 100,192,57,135,1.1906525601841262,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.3,fixed horizon 148,192,57,135,1.27826585189066,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.01,by final end,192,57,135,1.1649558646072304,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,2,0.01,by earliest stop,192,57,135,1.1649558646072304,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.01,fixed horizon 50,192,57,135,1.0000183034977252,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.01,fixed horizon 100,192,57,135,1.0000303584205552,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.01,fixed horizon 148,192,57,135,1.0110753354140387,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.025,by final end,192,57,135,1.1133777403677227,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,2,0.025,by earliest stop,192,57,135,1.1133777403677227,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.025,fixed horizon 50,192,57,135,1.0000002551907206,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.025,fixed horizon 100,192,57,135,1.000018496914793,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.025,fixed horizon 148,192,57,135,1.008283044623477,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.05,by final end,192,57,135,1.167575891049226,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,2,0.05,by earliest stop,192,57,135,1.167575891049226,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.05,fixed horizon 50,192,57,135,1.0000128685055265,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.05,fixed horizon 100,192,57,135,1.000102248694483,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.05,fixed horizon 148,192,57,135,1.0141368864003182,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.075,by final end,192,57,135,1.0173434502532814,0.0,0.5897435897435898,1.0,0.7948717948717949,0.894983277591973,0.9380670611439842,0.10501672240802695,0.06193293885601581,,0.23,0.9920134510298444
mlp,0,0,2,0.075,by earliest stop,192,57,135,1.0173434502532814,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.075,fixed horizon 50,192,57,135,1.0002617836842116,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.075,fixed horizon 100,192,57,135,1.0124010475941372,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.075,fixed horizon 148,192,57,135,1.055362960692533,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.1,by final end,192,57,135,1.0412620980530258,0.0,0.6923076923076923,1.0,0.8461538461538461,0.8652421652421652,0.906706114398422,0.13475783475783476,0.09329388560157803,,0.27,0.9920134510298444
mlp,0,0,2,0.1,by earliest stop,192,57,135,1.0412620980530258,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.1,fixed horizon 50,192,57,135,1.0002646321321447,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.1,fixed horizon 100,192,57,135,1.0163976785870583,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.1,fixed horizon 148,192,57,135,1.0445716207175388,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.15,by final end,192,57,135,1.0851776617779065,0.0,0.9487179487179487,1.0,0.9743589743589743,0.8114345114345115,0.8211045364891518,0.1885654885654885,0.17889546351084817,,0.37,0.9920134510298444
mlp,0,0,2,0.15,by earliest stop,192,57,135,1.0851776617779065,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.15,fixed horizon 50,192,57,135,1.021244826472072,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.15,fixed horizon 100,192,57,135,1.0007876425690847,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.15,fixed horizon 148,192,57,135,1.0554384279887463,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.2,by final end,192,57,135,1.0839416149223358,0.01639344262295082,0.9743589743589743,0.9836065573770492,0.9789827658680117,0.7165991902834008,0.7238658777120316,0.2834008097165992,0.2761341222879684,0.7846153846153846,0.39,0.9920134510298444
mlp,0,0,2,0.2,by earliest stop,192,57,135,1.0839416149223358,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.2,fixed horizon 50,192,57,135,1.0256647107680015,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.2,fixed horizon 100,192,57,135,1.1176862021456069,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.2,fixed horizon 148,192,57,135,1.0516300235378067,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,2,0.3,by final end,192,57,135,1.018242768912808,0.06557377049180328,0.9743589743589743,0.9344262295081968,0.9543926019335855,0.6690283400809716,0.6775147928994082,0.33097165991902844,0.3224852071005918,0.7927884615384616,0.42,0.9920134510298444
mlp,0,0,2,0.3,by earliest stop,192,57,135,1.018242768912808,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,2,0.3,fixed horizon 50,192,57,135,1.191232947880601,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,2,0.3,fixed horizon 100,192,57,135,1.103828679682395,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,2,0.3,fixed horizon 148,192,57,135,1.1282963492124989,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.01,by final end,192,57,135,1.0540192719022585,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,3,0.01,by earliest stop,192,57,135,1.0540192719022585,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.01,fixed horizon 50,192,57,135,0.9999997686550502,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.01,fixed horizon 100,192,57,135,1.000029208243859,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.01,fixed horizon 148,192,57,135,1.0000677782143126,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.025,by final end,192,57,135,1.0030632425094974,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,3,0.025,by earliest stop,192,57,135,1.0030632425094974,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.025,fixed horizon 50,192,57,135,0.9999948331377524,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.025,fixed horizon 100,192,57,135,1.0000050773693365,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.025,fixed horizon 148,192,57,135,1.000016161197379,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.05,by final end,192,57,135,1.0001406979303047,0.0,0.2564102564102564,1.0,0.6282051282051282,0.9667307692307693,0.9914694280078896,0.03326923076923072,0.00853057199211038,,0.1,0.9920134510298444
mlp,0,0,3,0.05,by earliest stop,192,57,135,1.0001406979303047,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.05,fixed horizon 50,192,57,135,0.9999797272829505,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.05,fixed horizon 100,192,57,135,0.9999977312060762,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.05,fixed horizon 148,192,57,135,1.00003416582877,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.075,by final end,192,57,135,1.000096719723769,0.0,0.358974358974359,1.0,0.6794871794871795,0.932967032967033,0.9759368836291913,0.06703296703296702,0.024063116370808713,,0.14,0.9920134510298444
mlp,0,0,3,0.075,by earliest stop,192,57,135,1.000096719723769,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.075,fixed horizon 50,192,57,135,0.9998631304857697,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.075,fixed horizon 100,192,57,135,1.000003869201593,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.075,fixed horizon 148,192,57,135,1.0000027291838092,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.1,by final end,192,57,135,1.0703888737810907,0.0,0.6666666666666666,1.0,0.8333333333333333,0.8638313609467456,0.9092209072978303,0.13616863905325438,0.09077909270216966,,0.26,0.9920134510298444
mlp,0,0,3,0.1,by earliest stop,192,57,135,1.0703888737810907,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.1,fixed horizon 50,192,57,135,0.9997318438605477,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.1,fixed horizon 100,192,57,135,0.9997936819676018,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.1,fixed horizon 148,192,57,135,0.999942458034287,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.15,by final end,192,57,135,1.0606862047631143,0.0,0.9487179487179487,1.0,0.9743589743589743,0.8023388773388773,0.8124753451676529,0.19766112266112268,0.18752465483234715,,0.37,0.9920134510298444
mlp,0,0,3,0.15,by earliest stop,192,57,135,1.0606862047631143,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.15,fixed horizon 50,192,57,135,0.9992479917479904,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.15,fixed horizon 100,192,57,135,0.9993131027396273,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.15,fixed horizon 148,192,57,135,0.9991880050954676,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.2,by final end,192,57,135,1.0071880464787368,0.0,0.9487179487179487,1.0,0.9743589743589743,0.7524428274428276,0.7651380670611442,0.24755717255717236,0.23486193293885582,,0.37,0.9920134510298444
mlp,0,0,3,0.2,by earliest stop,192,57,135,1.0071880464787368,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.2,fixed horizon 50,192,57,135,0.9929035075966464,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.2,fixed horizon 100,192,57,135,0.9985530201980015,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.2,fixed horizon 148,192,57,135,0.997653357280218,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,3,0.3,by final end,192,57,135,0.9897213722292018,0.01639344262295082,0.9743589743589743,0.9836065573770492,0.9789827658680117,0.7117914979757085,0.7191814595660749,0.2882085020242915,0.28081854043392507,0.7826923076923077,0.39,0.9920134510298444
mlp,0,0,3,0.3,by earliest stop,192,57,135,0.9897213722292018,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,3,0.3,fixed horizon 50,192,57,135,0.9730607730572315,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,3,0.3,fixed horizon 100,192,57,135,0.9568894039242319,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,3,0.3,fixed horizon 148,192,57,135,0.9641714094140352,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,4,0.01,by final end,192,57,135,0.9973477814075025,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,4,0.01,by earliest stop,192,57,135,0.9973477814075025,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,4,0.01,fixed horizon 50,192,57,135,0.8855482140073507,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,4,0.01,fixed horizon 100,192,57,135,0.9076109756557246,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,4,0.01,fixed horizon 148,192,57,135,0.9331962441772845,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,4,0.025,by final end,192,57,135,0.9940830459251359,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
