model,fold,heldout_task,cp_seed,alpha,eval_time,n_validation_success,regression_calibration_count,modulation_calibration_count,band_width,realized_fpr,catch_rate,tnr,balanced_accuracy,caught_alarm_fraction,effective_alarm_fraction,caught_lead_fraction,effective_lead_fraction,success_false_alarm_fraction,any_alarm_rate,roc_auc_max_score
mlp,0,0,0,0.3,fixed horizon 148,192,57,135,1.000914615874532,0.0,0.02564102564102564,1.0,0.5128205128205128,0.5067567567567568,0.9873527373527374,0.4932432432432432,0.01264726264726257,,0.01,0.7536780159730979
mlp,0,0,1,0.01,by final end,192,57,135,1.206494587597641,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,1,0.01,by earliest stop,192,57,135,1.206494587597641,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.01,fixed horizon 50,192,57,135,1.000429601808144,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.01,fixed horizon 100,192,57,135,1.0096896832502658,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.01,fixed horizon 148,192,57,135,1.041135352548393,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.025,by final end,192,57,135,1.1529965731246872,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.9920134510298444
mlp,0,0,1,0.025,by earliest stop,192,57,135,1.1529965731246872,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.025,fixed horizon 50,192,57,135,1.0004220259857934,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.025,fixed horizon 100,192,57,135,1.0096325636267773,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.025,fixed horizon 148,192,57,135,1.0385247815757017,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.05,by final end,192,57,135,1.1987113740759106,0.0,0.28205128205128205,1.0,0.641025641025641,0.9447552447552447,0.9844181459566076,0.05524475524475525,0.015581854043392407,,0.11,0.9920134510298444
mlp,0,0,1,0.05,by earliest stop,192,57,135,1.1987113740759106,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.8171500630517025
mlp,0,0,1,0.05,fixed horizon 50,192,57,135,1.0102432629105904,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.47498949138293406
mlp,0,0,1,0.05,fixed horizon 100,192,57,135,1.0171757000974144,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.6233711643547709
mlp,0,0,1,0.05,fixed horizon 148,192,57,135,1.0595145441718214,0.0,0.0,1.0,0.5,,1.0,,0.0,,0.0,0.7536780159730979
mlp,0,0,1,0.075,by final end,192,57,135,1.6425486813514012,0.0,0.6153846153846154,1.0,0.8076923076923077,0.8912660256410256,0.933086785009862,0.10873397435897436,0.06691321499013803,,0.24,0.9920134510298444
