comparison_type,left,right,eval_time,left_alpha,right_alpha,n_tasks,delta_realized_fpr,delta_realized_fpr_ci_low,delta_realized_fpr_ci_high,delta_realized_fpr_positive_tasks,delta_catch_rate,delta_catch_rate_ci_low,delta_catch_rate_ci_high,delta_catch_rate_positive_tasks,delta_effective_lead_fraction,delta_effective_lead_fraction_ci_low,delta_effective_lead_fraction_ci_high,delta_effective_lead_fraction_positive_tasks,catch_rate_sign_flip_pvalue_two_sided
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 13,0.1,0.1,10,0.033842113537665905,0.011423853923853937,0.060530989528564824,8,0.04711755998115025,0.016759675866166737,0.07691176470588236,7,0.033289321440335626,0.016468793883601163,0.049788367313326684,8,0.024390243902439025
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 13,0.15,0.15,10,0.04400793289684969,-0.003139917842598971,0.08683283234380795,9,0.06844477090034899,0.016091209457659756,0.11859749183006517,7,0.04630923419980214,0.016323606031580163,0.07475616725322606,7,0.041951219512195125
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 13,0.2,0.2,10,0.039133930249568696,-0.027868562691891266,0.09503415519439898,8,0.06523276852364074,0.002275301015564732,0.12260588235294108,8,0.04967739203550563,0.00581855697716753,0.08980351935646051,8,0.07707317073170732
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 13,0.3,0.3,10,0.049096115947658295,-0.0016923400638895513,0.10148298708913035,8,0.06753357339452677,0.009345077891832506,0.12112481283422459,8,0.06164462674280119,-0.0011561619241512726,0.12003663796715268,7,0.05951219512195122
independent FPR <= 0.05 operating points,late24_28_32,shuffled_late24_28_32,fixed horizon 13,0.01,0.025,10,-0.003352544351073758,-0.025197811624649853,0.011485724206349204,5,-0.002708454729854321,-0.029626713381277276,0.025822834327043236,3,0.002514646543449786,-0.012321744890786475,0.020436821917095723,4,0.8360975609756097
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.01,0.01,10,0.010816153127917836,-0.010426262838468713,0.03376199112978524,6,0.01901024750548078,-0.003229248878234671,0.04431108140225788,6,0.015361558587907475,-0.0017554497459380725,0.035638723338865315,6,0.22731707317073171
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.025,0.025,10,0.015975600543247603,-0.0045114670868347355,0.03655011363636363,7,0.030753633700084014,0.005193924795623584,0.059656494816317254,8,0.02066109439219783,0.0029488465332841505,0.04272830198844421,7,0.06731707317073171
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.05,0.05,10,0.027633915769389228,-0.006173596570912744,0.058588904914529866,8,0.04276096973794743,0.010072919868051712,0.07686196895424838,6,0.02833922379986476,0.00807255882352941,0.05148320818120345,7,0.055609756097560976
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.075,0.075,10,0.03258284553402919,-0.00228949769742452,0.06379153911298725,8,0.05334049521585018,0.01061736108550002,0.09509711206896547,7,0.03400072305202122,0.006811178012375259,0.06098671596799638,7,0.04780487804878049
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.1,0.1,10,0.04778065169725858,0.007644350090368743,0.08731815048095534,8,0.0663654342614789,0.01621909703013911,0.11480527383367141,7,0.04228682828282826,0.01007878591800354,0.07317228431372545,7,0.04390243902439024
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.15,0.15,10,0.04628317747532239,-0.023889706194192367,0.1041995868951509,8,0.0768870097185513,0.016719079657289585,0.13249713235294108,8,0.046793553861809424,0.008801561159259943,0.08331178485838779,8,0.04390243902439024
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.2,0.2,10,0.06294077477599716,-0.02056587481962481,0.1342942445021103,8,0.08534659543371512,0.016787029797638322,0.1510959249868529,8,0.05219315809890655,0.006243373725763375,0.09066472037037034,8,0.045853658536585365
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.3,0.3,10,0.064467311546257,-0.017549215391754004,0.14310482866895963,8,0.08583056528776609,0.017101559125740136,0.1504435229321613,8,0.05338489451649695,-0.002503878149309198,0.0993525816993464,8,0.045853658536585365
independent FPR <= 0.05 operating points,late24_28_32,shuffled_late24_28_32,fixed horizon 25,0.01,0.025,10,0.0002005987476575724,-0.022816696375519904,0.018203095238095237,4,0.004287748683590475,-0.021144470567746425,0.033004871227487825,3,0.004626996701292847,-0.013744834746040524,0.026712862544307117,3,0.8126829268292682
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.01,0.01,10,0.011985540113481293,-0.00755942339115133,0.03448625417474669,5,0.02014015510070277,7.068822095190709e-05,0.04180731478066669,6,0.010968695562610362,-0.005562398227104116,0.030031493476234825,6,0.11414634146341464
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.025,0.025,10,0.01657134140369435,-0.006322729558023675,0.04104512015762014,5,0.03317145286536767,0.006526533847603825,0.06186901143790849,7,0.013715877596202141,-0.004086311479744539,0.034949184743936254,6,0.07121951219512195
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.05,0.05,10,0.02141584045637131,-0.016545407446053064,0.06008324685934976,7,0.042064438502673794,0.006060903149138442,0.08134511437908494,6,0.015301541731663431,-0.00739096352483776,0.03848285331731324,6,0.07902439024390244
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.075,0.075,10,0.02659514572785735,-0.0028059320919794346,0.06044404484404475,8,0.04642704530087898,0.0018650056344376937,0.09418329868154156,6,0.018003555371709525,-0.011946942535380662,0.04602245286730579,7,0.11024390243902439
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.1,0.1,10,0.040819014442436255,0.008218941164048787,0.0840290984760497,8,0.05692674923678981,0.006556313976478787,0.10876730451062344,7,0.024145624713778863,-0.009528145449063316,0.05465932259799896,7,0.07512195121951219
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.15,0.15,10,0.04448033857183786,-0.024831512445887417,0.11472302732836263,8,0.0812450167667206,0.012534112721194342,0.14405752153891857,8,0.03059340908306423,-0.024784941273792715,0.07719316728493186,8,0.04975609756097561
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.2,0.2,10,0.07223027801148316,-0.0007290355129487184,0.1487837785520712,8,0.10854088655315834,0.03794938210707481,0.17511489781178924,7,0.05940681961696158,0.008067767771459436,0.10344511069893414,8,0.024390243902439025
same nominal alpha,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.3,0.3,10,0.03772237934630331,-0.017384653429923326,0.08711412387578545,7,0.09157111445762563,0.02103283122810253,0.15906231237322505,7,0.05826608019599908,-0.00037612113681080106,0.10933543698109878,8,0.041951219512195125
independent FPR <= 0.05 operating points,late24_28_32,shuffled_late24_28_32,fixed horizon 37,0.01,0.025,10,0.0012187790967202808,-0.020638537157287154,0.019915090048840046,4,0.0017462331222980298,-0.022025968406171246,0.02646935992787919,4,-0.0008839813075107228,-0.019829106847489196,0.019982146585087734,3,0.9219512195121952
