model,alpha,eval_time,n_tasks,roc_auc_max_score_mean,roc_auc_max_score_std_task,roc_auc_max_score_ci_low,roc_auc_max_score_ci_high,realized_fpr_mean,realized_fpr_std_task,realized_fpr_ci_low,realized_fpr_ci_high,catch_rate_mean,catch_rate_std_task,catch_rate_ci_low,catch_rate_ci_high,balanced_accuracy_mean,balanced_accuracy_std_task,balanced_accuracy_ci_low,balanced_accuracy_ci_high,caught_alarm_fraction_mean,caught_alarm_fraction_std_task,caught_alarm_fraction_ci_low,caught_alarm_fraction_ci_high,effective_alarm_fraction_mean,effective_alarm_fraction_std_task,effective_alarm_fraction_ci_low,effective_alarm_fraction_ci_high,caught_lead_fraction_mean,caught_lead_fraction_std_task,caught_lead_fraction_ci_low,caught_lead_fraction_ci_high,effective_lead_fraction_mean,effective_lead_fraction_std_task,effective_lead_fraction_ci_low,effective_lead_fraction_ci_high
baseline32,0.05,fixed horizon 13,10,0.5602111146562189,0.08664235774337063,0.5043753821503478,0.6121555771921281,0.06282749470275001,0.058803565560736765,0.03020994346617427,0.10247503744083447,0.12730947498103337,0.10112731744484829,0.06939549206380313,0.19375466946777647,0.5322409901391417,0.02905071336791636,0.514885927943209,0.5502824516407206,0.30632892406865075,0.17103053293292864,0.20081392337378676,0.41279913386800543,0.9087027420124206,0.07764991681122116,0.8565790398516714,0.9529774748935406,0.6936710759313492,0.17103053293292864,0.5864138473719536,0.7975731645381593,0.09129725798757936,0.07764991681122119,0.04658866747338689,0.14232479179055066
baseline32,0.075,fixed horizon 13,10,0.5602111146562189,0.08664235774337063,0.5053563825278192,0.6111437546377952,0.0879085477612183,0.07306382251301755,0.048707846359612825,0.1375683394627132,0.16461450209739728,0.11735119552652837,0.09431308113082368,0.23929990714735824,0.5383529771680895,0.033561267309570826,0.5176390485134948,0.5589422022352363,0.30533710512529044,0.1410807625019946,0.21361534819035385,0.38798425219912686,0.8853551940347204,0.09015049714370298,0.8272980349225857,0.9371333864538623,0.6946628948747096,0.14108076250199464,0.6125167110154439,0.7865413377312235,0.11464480596527955,0.090150497143703,0.06297765982090159,0.1731736362880394
baseline32,0.1,fixed horizon 13,10,0.5602111146562189,0.08664235774337063,0.5053182287958998,0.6117070934878419,0.11189500925855911,0.08486315150216024,0.06542265633881923,0.168845537502933,0.19155381434771132,0.1269955766392496,0.11509500267784392,0.27246559209703064,0.5398294025445761,0.03612252296750704,0.5173010138147195,0.5622234631947882,0.28823874366341934,0.13261606547017263,0.2030219923547537,0.3650841036455269,0.8631586665803754,0.09894358527242304,0.7993526161851754,0.9200290119022092,0.7117612563365807,0.13261606547017263,0.6367372324212963,0.7977896210726237,0.1368413334196245,0.09894358527242307,0.07978161436561138,0.2026087967893134
baseline32,0.15,fixed horizon 13,10,0.5602111146562189,0.08664235774337063,0.5048604914916395,0.6121884908008743,0.15542190284049623,0.09972522733960265,0.09754833824329487,0.22047776763833546,0.247356844527727,0.13409717946668173,0.16523832293390314,0.3306583783535383,0.5459674708436154,0.03948368017532367,0.5214227839173033,0.5700922220399852,0.2676102038218842,0.11940559160483191,0.1913549485727711,0.33882910734558097,0.8222061740762362,0.10712423515056217,0.753922548868234,0.8863509273154607,0.7323897961781157,0.11940559160483193,0.6606788910201487,0.8097583099348662,0.17779382592376375,0.10712423515056217,0.1138884849677341,0.24617292057794768
baseline32,0.2,fixed horizon 13,10,0.5602111146562189,0.08664235774337063,0.5044185036473078,0.6118964374511411,0.22046905646585815,0.1293621494083927,0.14251729731006219,0.3013118596504371,0.3084040309799267,0.150596323414154,0.21309208591866566,0.39686959376067843,0.5439674872570343,0.046954325553154576,0.515153908253002,0.5730672941538058,0.2542133842065267,0.10911827123794626,0.18578198617832442,0.3212590868603185,0.7735853757480122,0.11808140195708533,0.700599066257317,0.8471742136921038,0.7457866157934732,0.10911827123794626,0.6792440705795234,0.8131125381402505,0.22641462425198772,0.11808140195708536,0.15386576425918255,0.29868276367705465
baseline32,0.3,fixed horizon 13,10,0.5602111146562189,0.08664235774337063,0.5049856161024505,0.6114532230693852,0.37789237029506667,0.22022107534381652,0.24330292541686813,0.5178809257522312,0.45106424145479557,0.2119488607787602,0.3153086876518197,0.5790520356573992,0.5365859355798644,0.06544581208598789,0.4976520723907385,0.5783122749395267,0.20583679006267994,0.07086903120671209,0.16182840464437073,0.24900080344525294,0.6421793828370356,0.1709319867172084,0.5397424213713923,0.7487309151873769,0.79416320993732,0.07086903120671208,0.7510130463947643,0.8394070824087189,0.3578206171629644,0.1709319867172084,0.2486925875159801,0.45967672436381024
baseline32,0.01,fixed horizon 25,10,0.5990411552504782,0.07639160603614602,0.5526643554593027,0.6463509226050747,0.019115079425387326,0.019594628737555256,0.008027105248977037,0.03221762792322354,0.052201138956563364,0.03977747738891839,0.02893254214216623,0.07805006731643305,0.516543029765588,0.012471222216072367,0.5091192333595324,0.5245287448105777,0.38201798328177344,0.24990409773455735,0.2347752895910248,0.5451430881333985,0.9661135640712362,0.02745803320414521,0.9478058380948022,0.9818876963160907,0.6179820167182266,0.2499040977345574,0.4548897823166968,0.7646127498612051,0.033886435928763815,0.027458033204145194,0.018337927691865746,0.051842923951057884
baseline32,0.025,fixed horizon 25,10,0.5990411552504782,0.07639160603614602,0.5519817246885872,0.6472931657256519,0.030928633465628064,0.03009135316785506,0.013618322384196219,0.0509672003124923,0.08220635630392993,0.0625159601008695,0.04625315463985528,0.12320718008681444,0.5256388614191508,0.018988086708460503,0.5141791471227937,0.5376734021526394,0.36263424893644886,0.22547775496450786,0.23014221771517057,0.5086008954795185,0.9443478087649251,0.045189108958340246,0.9142252253655826,0.9702053697407684,0.6373657510635511,0.2254777549645079,0.49018623593396904,0.7677462805831127,0.05565219123507488,0.04518910895834026,0.0299068024054906,0.08540676499498485
baseline32,0.05,fixed horizon 25,10,0.5990411552504782,0.07639160603614602,0.5515507443325934,0.6461209752285016,0.053141820983199674,0.04661910674948819,0.026539746537679793,0.08326199434805388,0.1237345586210025,0.08735913224261077,0.07300399011351774,0.18028005908579525,0.5352963688189014,0.02639666240851388,0.5193200136652066,0.551702918730707,0.3440006443449589,0.1745369113713995,0.2473626614670652,0.46266996227571333,0.9124448327652617,0.07008298944114565,0.8667655704370986,0.9530257134545904,0.6559993556550412,0.17453691137139948,0.5413913350094217,0.7539091580643584,0.0875551672347383,0.07008298944114563,0.047284066737361484,0.13326660412020952
baseline32,0.075,fixed horizon 25,10,0.5990411552504782,0.07639160603614602,0.5525737695903769,0.6462300844919249,0.0736559419749788,0.053739918261202356,0.042543913150705596,0.10906844443445213,0.16126141310612824,0.09630428429888319,0.10287999573690604,0.22120430792176743,0.5438027355655747,0.0323927067524044,0.5236990696432529,0.563597184682414,0.37063905091535043,0.1473335927395053,0.28633809191556114,0.4673938978527935,0.8917192468335164,0.08086266332930554,0.8400614870786383,0.9393344676447525,0.6293609490846495,0.14733359273950533,0.5313212037119269,0.7140982564919672,0.10828075316648356,0.08086266332930556,0.060910129043229476,0.16038333297552293
