comparison_type,left,right,eval_time,left_alpha,right_alpha,n_tasks,delta_realized_fpr,delta_realized_fpr_ci_low,delta_realized_fpr_ci_high,delta_realized_fpr_positive_tasks,delta_catch_rate,delta_catch_rate_ci_low,delta_catch_rate_ci_high,delta_catch_rate_positive_tasks,delta_effective_lead_fraction,delta_effective_lead_fraction_ci_low,delta_effective_lead_fraction_ci_high,delta_effective_lead_fraction_positive_tasks,catch_rate_sign_flip_pvalue_two_sided
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 13,0.05,0.05,10,0.017511117972413764,-0.013296756917536897,0.05402691082711967,6,0.006534997679695528,-0.031446247504772915,0.04722968909679541,5,0.008256104797354665,-0.02723132043651281,0.048646751513145986,5,0.7658536585365854
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 13,0.075,0.075,10,0.022523176582839,-0.009329569322787959,0.0592035207128141,6,0.004687990611384055,-0.037378769707075384,0.04523971464324475,5,0.002544139065400483,-0.03575320427555038,0.04056351793400727,5,0.8282926829268292
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 13,0.1,0.1,10,0.03136856000842618,-0.013260900952097154,0.08300532359519766,7,0.010398131280350881,-0.02983632626119545,0.05031085272915574,5,0.0030021060103499115,-0.04012489859464211,0.045551391772882026,5,0.6253658536585366
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 13,0.15,0.15,10,0.051533517828325735,-0.0016878775777375364,0.11775009602072677,7,0.01772632925636658,-0.024006023701310057,0.058368614257541425,6,0.00683111433436738,-0.03456218050930254,0.04795487834200706,5,0.43414634146341463
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 13,0.2,0.2,10,0.07014263677823465,0.010353112585099779,0.14371172966580906,7,0.036385062073900284,-0.015589901608248724,0.08874361942070277,6,0.013860595064162975,-0.0321387115690192,0.0597409790900115,6,0.23512195121951218
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 13,0.3,0.3,10,0.07742264765132627,0.017736330027001822,0.1474967619909286,7,0.06043956369566143,-0.0002007829249295215,0.12138606707016875,6,0.02171539554713501,-0.04198535525206434,0.08003052716323525,6,0.11219512195121951
independent FPR <= 0.05 operating points,layer20_32,shuffled20_32,fixed horizon 13,0.025,0.025,10,0.01303037388996913,-0.010600094277959838,0.04604985838294293,5,0.010880488932684522,-0.031615599642110345,0.060496533768694065,5,0.013687567310449473,-0.021236066198490517,0.05845762745477258,5,0.6956097560975609
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.01,0.01,10,-0.002379693337770499,-0.03419418516631899,0.02749549745313071,3,0.0056222291755821064,-0.03834718943380202,0.05453892523466926,6,0.008388352694535259,-0.019628855716761217,0.04598266362327209,5,0.8302439024390244
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.025,0.025,10,0.00044763687722744575,-0.03369838212760001,0.030700532941846232,5,0.007117047630659212,-0.03992967570556296,0.055924347382574034,6,0.00873956839387181,-0.02492164809379954,0.049624223718121536,6,0.791219512195122
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.05,0.05,10,0.014787472427037813,-0.017160735619525913,0.049303520471332976,6,0.010803253132156009,-0.0319595428343883,0.053472263546571315,6,0.006294864479684964,-0.028824871550563336,0.04609401442420096,6,0.6370731707317073
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.075,0.075,10,0.02421322622484765,-0.007305765906674669,0.06157294531039399,7,0.022949315455749263,-0.01869182332506171,0.06566711465519834,6,0.009393278986937679,-0.029441472693720053,0.05273694000046452,6,0.3326829268292683
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.1,0.1,10,0.028434197485559993,-0.010094220380292427,0.07331340208891567,8,0.015345204728573768,-0.03132843327714317,0.06332689933146593,6,0.003665418668921555,-0.039388284078680585,0.049983739557749395,6,0.5531707317073171
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.15,0.15,10,0.07659373250740131,0.027050703047294233,0.13313215135123002,8,0.04608853938660319,0.003931725604345314,0.08825218010465971,8,0.008945217710423994,-0.020566897915210894,0.04104257205546241,6,0.07902439024390244
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.2,0.2,10,0.08721168379482282,0.014340313802194948,0.17197595976377084,7,0.06962908700921142,0.006820521285623802,0.13181133160425493,7,0.021539490964161447,-0.015045272145405773,0.05690433133973298,7,0.07317073170731707
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 25,0.3,0.3,10,0.06439866073696013,-0.012011965635412201,0.1504927880864328,7,0.08248971215815416,0.017852703953716145,0.14273300189414298,7,0.03523535741904635,-0.008667768295304986,0.07766003824991323,7,0.04390243902439024
independent FPR <= 0.05 operating points,layer20_32,shuffled20_32,fixed horizon 25,0.025,0.025,10,0.00044763687722744575,-0.03369838212760001,0.030700532941846232,5,0.007117047630659212,-0.03992967570556296,0.055924347382574034,6,0.00873956839387181,-0.02492164809379954,0.049624223718121536,6,0.791219512195122
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.01,0.01,10,-0.004105335937082197,-0.030411958716180087,0.01939290681816873,4,0.009121173519347598,-0.028176536513045324,0.046736233966883464,5,0.001484928264452627,-0.023366899098529476,0.03166875208279847,4,0.6643902439024391
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.025,0.025,10,0.00013760196297759494,-0.027107120502325544,0.02526155612681212,5,0.02057557609411245,-0.019701506686402047,0.060792072343483244,5,0.005106444952387601,-0.024800481771864908,0.04108795126687298,6,0.3678048780487805
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.05,0.05,10,0.01389252636790859,-0.016450175184320667,0.045005232285579046,7,0.0337722927486802,-0.00940310588845545,0.07567152010247831,7,0.007278641238939407,-0.02610103343388124,0.04418003431438748,6,0.16682926829268294
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.075,0.075,10,0.02770566433100316,0.006839225118628251,0.05593673816075282,8,0.047788028467205604,0.007286202138386157,0.08581428613880132,8,0.012654526422663025,-0.018836848718671213,0.04785677168500187,6,0.04975609756097561
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.1,0.1,10,0.033291689968385295,0.007528170227895224,0.06661144751114555,9,0.04751199565154206,-0.002058019172118969,0.09346600901068948,8,0.009979338318514185,-0.02837755865288275,0.05138895279024924,6,0.09463414634146342
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.15,0.15,10,0.0676498017887246,0.02842724024734837,0.11727210123845584,10,0.06329182447946373,0.015802565633783506,0.11424201994231631,8,0.02838814668678962,-0.006539287566070006,0.06890521183768189,6,0.04780487804878049
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.2,0.2,10,0.08954528233382344,0.03009590234263859,0.17137119718021718,9,0.07783572546040468,0.016987193325240076,0.14978257620594196,8,0.04144402788603101,0.003298764060833881,0.0864142615263873,8,0.041951219512195125
same nominal alpha,layer20_32,shuffled20_32,fixed horizon 37,0.3,0.3,10,0.07268164590869221,-0.011937993881410697,0.1661126214964323,7,0.058824611011465765,-0.010571926697979869,0.12771051363628244,7,0.04365522604263424,-0.0021665637882928137,0.08895402429238873,7,0.15707317073170732
independent FPR <= 0.05 operating points,layer20_32,shuffled20_32,fixed horizon 37,0.025,0.025,10,0.00013760196297759494,-0.027107120502325544,0.02526155612681212,5,0.02057557609411245,-0.019701506686402047,0.060792072343483244,5,0.005106444952387601,-0.024800481771864908,0.04108795126687298,6,0.3678048780487805
same nominal alpha,residual20_32,baseline32,by earliest stop,0.01,0.01,10,0.006729669304900358,0.0016061733878411724,0.012689284182466834,7,0.02261965185457223,0.009311235783480852,0.038424853247217755,10,0.011578781619708201,0.0034664434192693376,0.020854221995090357,8,0.004878048780487805
same nominal alpha,residual20_32,baseline32,by earliest stop,0.025,0.025,10,0.007721782323130979,-0.002348942977750297,0.020010373049427578,6,0.03645035358853764,0.016721970954356218,0.05694405811974271,9,0.01759166015836534,0.004920538391994126,0.032310043394175716,7,0.010731707317073172
same nominal alpha,residual20_32,baseline32,by earliest stop,0.05,0.05,10,0.015167793624816642,0.004912779801803366,0.026892417152331233,8,0.03903361876485283,0.014235174695686003,0.06539926586750028,7,0.019426863025227673,0.0049967058855864095,0.03704638496862594,7,0.024390243902439025
same nominal alpha,residual20_32,baseline32,by earliest stop,0.075,0.075,10,0.027475982298555284,0.008377997704503377,0.05004752052834495,7,0.042013482012849636,0.017926624309776183,0.06827005360720279,8,0.02315690323622059,0.008686023967730229,0.04157069685354641,8,0.012682926829268294
same nominal alpha,residual20_32,baseline32,by earliest stop,0.1,0.1,10,0.03670926860432185,0.013955938867243457,0.061680657802801374,9,0.048009830292340565,0.023531576969982725,0.07382199909395588,10,0.02600879266807078,0.008601024165940854,0.04746235640772489,9,0.002926829268292683
same nominal alpha,residual20_32,baseline32,by earliest stop,0.15,0.15,10,0.04926732424951689,0.017960704027976757,0.08775123421083193,10,0.055079532770280895,0.022995342297265412,0.08950386471707128,8,0.03299934871029232,0.012114220396117984,0.05778294155620984,9,0.00878048780487805
same nominal alpha,residual20_32,baseline32,by earliest stop,0.2,0.2,10,0.04823679563647079,0.017464752987820926,0.08715697941021203,8,0.048044096018181534,0.02024448858611484,0.07901879337134066,9,0.03418854162827409,0.015580717669647848,0.055629160500099376,9,0.006829268292682927
same nominal alpha,residual20_32,baseline32,by earliest stop,0.3,0.3,10,0.0412470418126374,0.014859915026887412,0.07171234921755461,8,0.041937842487780416,0.02017629573319029,0.06727750453468023,10,0.038185854941373484,0.014860076422740546,0.06532305895653942,9,0.002926829268292683
independent FPR <= 0.05 operating points,residual20_32,baseline32,by earliest stop,0.025,0.025,10,0.007721782323130979,-0.002348942977750297,0.020010373049427578,6,0.03645035358853764,0.016721970954356218,0.05694405811974271,9,0.01759166015836534,0.004920538391994126,0.032310043394175716,7,0.010731707317073172
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.01,0.01,10,0.003854463330976997,-0.0031781626562391433,0.013727816594213429,4,0.006964786799608593,-0.0037503435963348,0.019601081037366314,4,0.006324402209662702,-0.0026918494645072283,0.017559884023204686,5,0.3248780487804878
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.025,0.025,10,0.005095019016800316,-0.002570476578892284,0.014201349913290019,5,0.0058296612966882,-0.00580439823152625,0.01897078563237648,4,0.004324772458006241,-0.004319421630953153,0.015054378990873717,5,0.41073170731707315
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.05,0.05,10,-7.271649967539179e-05,-0.009991627160724577,0.010733043583784352,4,0.0001260003045722477,-0.01011681532196467,0.009381544873405565,5,-0.002733456784432985,-0.009487308749789168,0.005789991327255732,2,0.9824390243902439
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.075,0.075,10,-0.0016012731493730877,-0.014613429229807224,0.012012869561999397,4,-0.0028830663681921726,-0.014690064337819643,0.00828923430162539,5,-0.002403298796829159,-0.012505028919957356,0.008822012109862023,3,0.6234146341463415
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.1,0.1,10,0.0034500130078415877,-0.01107955823047333,0.01773857661169275,4,0.005722176948464908,-0.007631991869865608,0.018166694461285098,6,0.003462185111196861,-0.007534946886281863,0.015119032778925177,4,0.4478048780487805
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.15,0.15,10,0.02793428427097856,-0.0009621788450513198,0.058623063085147316,5,0.017501358329696265,-0.007778786884359332,0.04274906746335842,5,0.008863541225005789,-0.006637901459166387,0.025376171844907664,5,0.23902439024390243
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.2,0.2,10,0.02842631889391308,-0.004190199053114087,0.06328970316792391,5,0.03025720021249448,0.0031994119377383194,0.058650638952414236,6,0.018224788719758633,-0.001031118161395082,0.03632621450022485,7,0.07902439024390244
same nominal alpha,residual20_32,baseline32,fixed horizon 13,0.3,0.3,10,0.0234065533558265,-0.0068818374519826805,0.05657748423484544,6,0.03172537363003826,0.004864803000750671,0.06279039734963636,7,0.0221829019102729,-0.0013149904868430702,0.04978106089101473,7,0.05951219512195122
independent FPR <= 0.05 operating points,residual20_32,baseline32,fixed horizon 13,0.025,0.025,10,0.005095019016800316,-0.002570476578892284,0.014201349913290019,5,0.0058296612966882,-0.00580439823152625,0.01897078563237648,4,0.004324772458006241,-0.004319421630953153,0.015054378990873717,5,0.41073170731707315
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.01,0.01,10,0.005993751989573648,-0.00017350569364147874,0.01286663706180825,6,0.015485264070058994,0.00041623425034447337,0.0317837811124148,6,0.007067407403720832,-0.0016832109688520072,0.016461934833999676,5,0.10439024390243902
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.025,0.025,10,0.012430010136683604,0.001517149221255047,0.0253996837679149,7,0.022441175811826943,0.0033181177691191015,0.04323131969976337,6,0.00927606052927748,-0.0020280466170574172,0.021427874074244926,7,0.09463414634146342
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.05,0.05,10,0.014506291636930905,-0.0015812917570001976,0.033836533134345974,5,0.017857429516686903,-0.00018417317874253405,0.04096085908390703,6,0.003404215226916551,-0.0057893990100130535,0.0129555558774327,4,0.12975609756097561
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.075,0.075,10,0.028121651864961728,0.0029645774174125246,0.05947314681976262,8,0.028250351549019358,0.00026196349170821905,0.06077631670453268,8,0.0032107293712044516,-0.00940155580878087,0.016073070813612127,5,0.10048780487804879
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.1,0.1,10,0.035734912393799216,-0.0003533088633528911,0.0819925203002969,6,0.032356226646272176,0.0010890709142682945,0.06864407265684788,8,0.0028868719440023616,-0.009656259206376324,0.017248605217154586,4,0.1024390243902439
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.15,0.15,10,0.055123440399523806,0.015410536497734762,0.10093220425039952,6,0.04477725727144809,0.006317586702492684,0.08668923757698463,7,0.018937542948558962,-0.002537261157022758,0.040891799630326624,7,0.06731707317073171
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.2,0.2,10,0.049190502236452806,0.013938181045162472,0.08701013400256673,6,0.044031902598141756,0.011953166806029534,0.07588604855748163,7,0.018899883761271625,0.00011880464485860137,0.038012458808701785,7,0.04390243902439024
same nominal alpha,residual20_32,baseline32,fixed horizon 25,0.3,0.3,10,0.04053395661253032,0.013361548153976544,0.07288571198100838,8,0.037856053258870245,0.01949417677837691,0.055323717944563075,9,0.02348993459385506,0.004792967609907208,0.0432797751230464,7,0.00878048780487805
independent FPR <= 0.05 operating points,residual20_32,baseline32,fixed horizon 25,0.025,0.025,10,0.012430010136683604,0.001517149221255047,0.0253996837679149,7,0.022441175811826943,0.0033181177691191015,0.04323131969976337,6,0.00927606052927748,-0.0020280466170574172,0.021427874074244926,7,0.09463414634146342
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.01,0.01,10,0.006499466057194906,0.000585421905076706,0.01374567307519313,6,0.016808718818174723,0.0019937516846681323,0.03377430181125809,7,0.008052286893567472,-0.0007341772638998453,0.017977349766136463,6,0.07902439024390244
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.025,0.025,10,0.012424312303050179,0.0015998698135262879,0.025030955326776086,6,0.026804278768899136,0.005523556045419813,0.054214126837606645,7,0.013278516790573087,-0.0005569185528805907,0.02890047205637339,6,0.04780487804878049
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.05,0.05,10,0.015631565891410716,0.0035204340174519585,0.029929486498178663,7,0.024539096043614046,0.005083146512728305,0.04785503182391001,7,0.010142923376782992,-0.0018888394478487512,0.02305171806507052,5,0.04390243902439024
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.075,0.075,10,0.01947193054763096,0.004990446501997687,0.03691655222917782,8,0.029920008077893502,0.011625069509617086,0.053148585911305515,8,0.009055575430182986,-0.002428518790048385,0.022108068199303294,7,0.00878048780487805
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.1,0.1,10,0.02866428968241096,0.009516749438262398,0.05046798450013628,7,0.035874746168947765,0.01376286268665711,0.061875178221397986,8,0.00927709563290175,-0.0020477397533938337,0.024243999630224767,7,0.012682926829268294
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.15,0.15,10,0.06441997925772068,0.023415462691693617,0.10990663858412683,8,0.06872351966004926,0.032785877807674293,0.10433393930116266,8,0.030423514415626164,0.0078030572876619545,0.05564862710600256,7,0.012682926829268294
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.2,0.2,10,0.06932920444104491,0.02526909089689308,0.12178518628969305,7,0.07189171449921707,0.03658980870114506,0.11089199833944505,9,0.034535753168033013,0.013568649397420345,0.05705289292810255,9,0.004878048780487805
same nominal alpha,residual20_32,baseline32,fixed horizon 37,0.3,0.3,10,0.05568353711300027,0.016361971993521098,0.11270770550954126,9,0.047109896405871786,0.019600296947071154,0.08680929859209527,8,0.03512765848616497,0.014380025987135534,0.0563631692846841,8,0.00878048780487805
independent FPR <= 0.05 operating points,residual20_32,baseline32,fixed horizon 37,0.025,0.05,10,-0.007694917403537829,-0.011816324629755947,-0.003724695147265264,1,-0.02527568151805474,-0.037077139154360936,-0.012665907308635198,1,-0.01849718766626249,-0.027679979132434685,-0.009053920676071818,1,0.006829268292682927
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.01,0.01,10,0.0017836286836054537,-0.00015014589187372217,0.0039137476595720155,6,0.007661012783417872,3.720386641409674e-05,0.0154756747035804,6,0.003647481722508212,0.000516638421990312,0.007207771494798687,7,0.10439024390243902
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.025,0.025,10,0.003691417555495734,1.3704417291206153e-05,0.007391048674480414,8,0.011698681008112988,0.0028765647247067042,0.02090915302368505,7,0.006397303988729874,0.0026213066873112625,0.010231225895559054,8,0.04
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.05,0.05,10,0.004447197950083959,0.0017661265467212594,0.007404550413148176,8,0.009537374467505102,-0.003048584961663536,0.022113873183322533,6,0.0072501833276723115,0.00016835473827302679,0.014892793060548503,8,0.1902439024390244
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.075,0.075,10,0.006002055134587432,-0.00031928033427638914,0.01415041402613629,6,0.002495318335510552,-0.013889008638516939,0.018898733526903078,5,0.005231901185062081,-0.004669159563101717,0.014713965156981338,7,0.8107317073170732
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.1,0.1,10,0.011128172604994168,-0.0012959668145274047,0.02802998605078122,6,0.006856587737408426,-0.008706384207951536,0.02365724089125683,5,0.0066926113236484884,-0.003265309094615456,0.016846420064866793,6,0.455609756097561
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.15,0.15,10,0.010381260397911896,-0.0002257618492250846,0.025129527231292543,6,0.017163774495130187,-0.0017927110996404344,0.04385789446796254,6,0.011766370222301231,0.0023586033254808353,0.022211548220058386,7,0.20780487804878048
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.2,0.2,10,0.016295056434567655,0.0066786688600634385,0.028774870094858906,8,0.015363122882532354,-0.0008038804431034029,0.03597070617886346,6,0.012057782265359284,-7.846402689067134e-05,0.0255612323222392,7,0.14536585365853658
same nominal alpha,shuffled_residual20_32,baseline32,by earliest stop,0.3,0.3,10,0.0040478266385199245,-0.007527624083658953,0.017449671659258415,4,0.008452994189675721,-0.01277119556651633,0.028114165287206744,7,0.010221114363286828,-0.003009350315059044,0.025191452335731716,7,0.46146341463414636
independent FPR <= 0.05 operating points,shuffled_residual20_32,baseline32,by earliest stop,0.025,0.025,10,0.003691417555495734,1.3704417291206153e-05,0.007391048674480414,8,0.011698681008112988,0.0028765647247067042,0.02090915302368505,7,0.006397303988729874,0.0026213066873112625,0.010231225895559054,8,0.04
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.01,0.01,10,-0.001983794680081926,-0.0050167280343669865,0.0009195694470517907,2,0.0017503920124840229,-0.004902658826493594,0.008850277926412837,6,-0.00020906386122771775,-0.005090469519147545,0.004570147882523927,6,0.6390243902439025
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.025,0.025,10,-0.0008747855803786055,-0.0033079135799440594,0.001211410434021128,3,-0.0005073706889800217,-0.006121666070625502,0.00540536358381443,6,-0.0026132239767071323,-0.007768668223454336,0.0023966849924778543,5,0.8848780487804878
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.05,0.05,10,-0.0032627524477681787,-0.010695880211074467,0.004392912480634429,3,-0.0028887867622622307,-0.010719818164164594,0.004886546240644662,5,-0.004465810905824014,-0.011783136054400492,0.003086960682272161,5,0.5024390243902439
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.075,0.075,10,-0.006957111203399527,-0.018776617603411663,0.003883715003041123,4,-0.00783204538399181,-0.023256310155425227,0.0047232749353916335,4,-0.00478134146008778,-0.0135319507627919,0.003552610097064155,4,0.3678048780487805
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.1,0.1,10,-0.01002817194629894,-0.03152733418955438,0.005227124143619204,4,-0.005969691152627851,-0.02878281644700461,0.01191515584672308,5,-0.0037131504988824468,-0.016268876883087854,0.007481248389222707,4,0.6741463414634147
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.15,0.15,10,-0.008376498827653395,-0.025896917229521726,0.010507404732244133,4,-0.00090898550232726,-0.017880018754343422,0.02333501318129808,3,-0.0026340235167586572,-0.013702287126638273,0.012180930549507222,3,0.9668292682926829
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.2,0.2,10,-0.0121756410470043,-0.0304701779118497,0.0012239979408020588,5,-0.003934885770693421,-0.011039338778603199,0.0035204858473582806,4,-0.005922145976905799,-0.014262259918055102,0.0016576250565738873,4,0.344390243902439
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 13,0.3,0.3,10,-0.0029718657025403507,-0.025065412322216724,0.019212312982883308,3,-1.962163645261722e-05,-0.01771809632938605,0.015702510847357107,6,0.0010141011564837766,-0.010999554844240807,0.012461253179704958,6,1.0
independent FPR <= 0.05 operating points,shuffled_residual20_32,baseline32,fixed horizon 13,0.025,0.025,10,-0.0008747855803786055,-0.0033079135799440594,0.001211410434021128,3,-0.0005073706889800217,-0.006121666070625502,0.00540536358381443,6,-0.0026132239767071323,-0.007768668223454336,0.0023966849924778543,5,0.8848780487804878
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.01,0.01,10,0.001062687431352386,-0.0016049578534785274,0.00393921467940748,5,0.004652116856833546,-0.0009076532545354854,0.010741452599278787,5,0.00125032622354875,-0.003511740679601756,0.0059829974114637315,6,0.17268292682926828
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.025,0.025,10,0.0019184769646211255,-0.0011166129519378585,0.004661295359607356,6,0.001969230847015191,-0.00434163316315462,0.008313762833122091,6,-0.00035301361277847445,-0.005836089794545689,0.005061672844030572,6,0.5746341463414634
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.05,0.05,10,-0.0007773708282863857,-0.0068347497218475195,0.004935548161101931,4,0.0015754292725795517,-0.007778070984830696,0.012273595511497728,5,-0.00361638395477504,-0.01005022074354226,0.0030570116869833843,4,0.7873170731707317
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.075,0.075,10,-0.0018707640844169004,-0.009311581202244379,0.0052007254694338865,5,0.0011009077314164243,-0.016024074994641643,0.014651465894615164,6,-0.002537141151102859,-0.01398871259788228,0.006459981639601659,5,0.9102439024390244
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.1,0.1,10,-0.006217093826751978,-0.017551674305311113,0.002629143042007961,4,-0.003871638913192023,-0.021911204375458328,0.01078892579960688,6,-0.005684557620880494,-0.017451257504835237,0.0037709509687964852,4,0.744390243902439
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.15,0.15,10,-0.005332451525738685,-0.014518094295515576,0.002934719637855856,2,-0.006384955927315089,-0.02003868508899469,0.007746036936868618,4,-0.003024942159196132,-0.011886594238819348,0.006383758036162883,4,0.4068292682926829
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.2,0.2,10,-0.011783691706290159,-0.02643871927927389,0.0009756808375343391,4,-0.011903330748686646,-0.03399404758626941,0.01009339018262445,4,-0.002867004385642516,-0.014380331844730794,0.009467166545379286,4,0.32878048780487806
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 25,0.3,0.3,10,0.0014598971453758437,-0.021429412117134998,0.025316883150358273,5,-0.0009522443154613869,-0.01955726285613153,0.017914100137155945,5,0.0029755098771573644,-0.011973283051774777,0.018713379761370507,5,0.9317073170731708
independent FPR <= 0.05 operating points,shuffled_residual20_32,baseline32,fixed horizon 25,0.025,0.025,10,0.0019184769646211255,-0.0011166129519378585,0.004661295359607356,6,0.001969230847015191,-0.00434163316315462,0.008313762833122091,6,-0.00035301361277847445,-0.005836089794545689,0.005061672844030572,6,0.5746341463414634
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.01,0.01,10,0.002215202807484411,0.0004779923264486506,0.004067709161154507,6,0.008772846312451028,0.0020937110978136446,0.016381698723732713,8,0.003847085368499827,-0.0005464367688125006,0.00885721658925536,5,0.04
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.025,0.025,10,0.0034151134167180615,0.0007153233455985398,0.006192420438342778,6,0.008212217783316957,0.0009803304195612436,0.016912248868451593,8,0.0026820827048279574,-0.0024373307987915413,0.008362119084753868,6,0.06341463414634146
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.05,0.05,10,0.0018419487942129063,-0.0022725675182337832,0.006031493423515994,7,0.006948928701647936,-0.0042461560496398175,0.019593313115309565,7,0.0019300141046610952,-0.005344416742120649,0.009614879383244818,6,0.32682926829268294
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.075,0.075,10,0.005150434959479666,0.0016195908044987885,0.008865557347699483,7,0.007563106560603175,-0.004969321953985826,0.019529839743635376,7,0.0025176738011496126,-0.007591398429213835,0.011756463729182286,7,0.2819512195121951
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.1,0.1,10,0.00034731933623903636,-0.0051501399523868905,0.005783983600889846,4,0.00034830503025193445,-0.015048801897220986,0.015421799879928833,5,-0.0021113395330764747,-0.015150513513481352,0.009041338522979387,6,0.9570731707317073
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.15,0.15,10,0.007845215733337414,-0.0034324149373194854,0.02081217282813863,7,0.006655009369313918,-0.010292705596187843,0.02465961412037455,5,0.003894056827766168,-0.006403214967971997,0.013730163479119394,6,0.5239024390243903
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.2,0.2,10,0.007249769223183861,-0.006772394484810989,0.02082866976764997,7,0.010105975929327679,-0.009783819913376478,0.03322833364846828,5,0.0022813522104989893,-0.011360900318104343,0.0153357216226529,6,0.4458536585365854
same nominal alpha,shuffled_residual20_32,baseline32,fixed horizon 37,0.3,0.3,10,0.008109447077706916,-0.014521207350354682,0.030426007392238025,6,0.003095378262849513,-0.028886810080824752,0.03026810469082137,5,0.003135733937433127,-0.0129621157430181,0.020941028949550015,4,0.8653658536585366
independent FPR <= 0.05 operating points,shuffled_residual20_32,baseline32,fixed horizon 37,0.05,0.05,10,0.0018419487942129063,-0.0022725675182337832,0.006031493423515994,7,0.006948928701647936,-0.0042461560496398175,0.019593313115309565,7,0.0019300141046610952,-0.005344416742120649,0.009614879383244818,6,0.32682926829268294
