model,cp_seed,alpha,eval_time,roc_auc_max_score_macro,realized_fpr_macro,catch_rate_macro,balanced_accuracy_macro,caught_alarm_fraction_macro,effective_alarm_fraction_macro,caught_lead_fraction_macro,effective_lead_fraction_macro
lstm,2,0.01,by final end,0.8715333416097033,0.06764184397163121,0.10778328054411598,0.5200707182862423,0.25053504962779155,0.9267966266070665,0.7494649503722085,0.07320337339293356
lstm,3,0.01,by final end,0.8715333416097033,0.048758865248226944,0.11849569556931472,0.5348684151605438,0.33854413438312897,0.9270735079852741,0.6614558656168711,0.07292649201472587
lstm,4,0.01,by final end,0.8715333416097033,0.02490725102684238,0.22498865538309976,0.6000407021781287,0.4135387200029635,0.9153823936615426,0.5864612799970366,0.08461760633845744
lstm,5,0.01,by final end,0.8715333416097033,0.04505516154452324,0.16617293741699507,0.5605588879362359,0.36444872179641086,0.9177616006034173,0.6355512782035891,0.08223839939658274
lstm,6,0.01,by final end,0.8715333416097033,0.06284698963640196,0.305399724794137,0.6212763675788675,0.45423399517149515,0.8816035394192928,0.5457660048285049,0.11839646058070716
lstm,7,0.01,by final end,0.8715333416097033,0.042144405043341215,0.13084997142773241,0.5443527831921956,0.33363836684149184,0.9045379624637178,0.6663616331585082,0.09546203753628221
lstm,8,0.01,by final end,0.8715333416097033,0.029349725416125284,0.14721540124261484,0.5589328379132448,0.28871212766561605,0.9340820395898326,0.711287872334384,0.06591796041016743
lstm,9,0.01,by final end,0.8715333416097033,0.02966073576375928,0.23754010189008157,0.6039396830631611,0.4980662991692404,0.917368454358414,0.5019337008307596,0.08263154564158606
lstm,0,0.025,by final end,0.8715333416097033,0.05859856412045111,0.2268981064755903,0.5841497711775696,0.3993427947235513,0.8710209746304839,0.6006572052764487,0.12897902536951605
lstm,1,0.025,by final end,0.8715333416097033,0.07778845670060125,0.3967787370698519,0.6594951401846253,0.49400724506409394,0.8211442483992766,0.5059927549359061,0.17885575160072345
lstm,2,0.025,by final end,0.8715333416097033,0.10804275019700552,0.2057127255605457,0.5488349876817701,0.2763363809592663,0.8601994699285281,0.7236636190407337,0.13980053007147183
lstm,3,0.025,by final end,0.8715333416097033,0.10132978723404255,0.2682391351905653,0.5834546739782613,0.3804773457121018,0.8260543103083791,0.6195226542878981,0.17394568969162089
lstm,4,0.025,by final end,0.8715333416097033,0.05803720038673593,0.3625234359739954,0.6522431177936298,0.4464587317911452,0.8362503775704043,0.5535412682088547,0.1637496224295957
lstm,5,0.025,by final end,0.8715333416097033,0.09931271067659109,0.33168463413878224,0.6161859617310956,0.42682940398973,0.8285690401346002,0.57317059601027,0.17143095986539966
lstm,6,0.025,by final end,0.8715333416097033,0.07478552391536178,0.4336188599845078,0.679416668034573,0.5361660621485672,0.8145483659438714,0.4638339378514328,0.18545163405612852
